,sentence1,sentence2,predicted_score,score
603,['Nobody is rinsing a steak with water'],['A man is rinsing a large steak'],0.5350797772407532,3.8
604,['A man is rinsing a large steak'],['A person is rinsing a steak with water'],0.7681652307510376,4.6
605,['A person is chopping a red onion'],['A person is chopping an onion'],0.8929672837257385,4.6
606,['A person is not chopping an onion'],['A person is chopping an onion'],0.720761239528656,4.4
607,['A person is riding an old motorcycle'],['A person is riding a motorcycle'],0.8169997334480286,4.4
608,['A person is riding a motorcycle'],['A person is standing near a motorcycle'],0.7228913903236389,3.3
609,['A person is chopping an onion'],['A person is riding an old motorcycle'],0.17750579118728638,1.1
610,['There is no man screaming'],['A man is crying'],0.3228870630264282,2.1
611,['Butter is being chopped into a container by a man'],['A man is chopping butter into a container'],0.9155586957931519,5.0
612,['A man is chopping butter into a small container'],['A man is chopping butter into a container'],0.9517894387245178,4.8
613,['A prawn is being cut by a woman'],['A woman is cutting shrimps'],0.6772844791412354,4.0
614,['A man is chopping butter into a container'],['A prawn is being cut by a woman'],0.18939562141895294,2.3
615,['A woman is not cutting shrimps'],['A man is chopping butter into a container'],0.12402017414569855,1.8
616,['Butter is being chopped into a container by a man'],['A woman is cutting shrimps'],0.15676404535770416,1.4
617,['Some men are sawing'],['Men are sawing'],0.9903112053871155,4.8
618,['Some men are sawing'],['There are no men sawing'],0.5421480536460876,3.9
619,['Men are sawing logs'],['There are no men sawing'],0.3893994987010956,3.9
620,['Some men are sawing'],['Women are sawing logs'],0.4146098494529724,3.8
621,['A woman is washing her feet'],['A woman is brushing her feet'],0.7327315211296082,3.7
622,['A woman is chopping an onion'],['A woman is washing her feet'],0.2298133224248886,1.0
623,['A woman is brushing her feet'],['A woman is chopping an onion'],0.30284222960472107,1.2
624,['A man is playing a guitar'],['A man is not playing a guitar'],0.5830079913139343,3.4
625,['A man is playing a keyboard'],['A musician is playing a keyboard'],0.8139500021934509,4.2
626,['A man is playing a guitar'],['A musician is playing a keyboard'],0.5009365081787109,2.3
627,['There is no man playing a keyboard'],['A man is playing a guitar'],0.2874350845813751,2.7
628,['A man is playing a guitar'],['A man is playing a keyboard'],0.5216538906097412,3.0
629,['A man is laughing'],['A man is spitting'],0.26996612548828125,3.3
630,['There is no man spitting'],['A man is talking'],0.16430512070655823,1.7
631,['A man is spreading dough'],['Dough is being spread by a man'],0.9418559074401855,4.8
632,['A man is spreading dough'],['There is no woman slicing meat with a knife'],0.04789400473237038,1.1
633,['A woman is slicing meat with a knife'],['A man is lumping dough'],0.09645840525627136,1.7
634,['A baby is laughing'],['A baby is crying'],0.4819621741771698,3.1
635,['A man is doing physical activity'],['A baby is laughing'],0.018041476607322693,1.1
636,['A man is exercising'],['A happy baby is laughing'],-0.0006747086299583316,1.0
637,['A baby is crying'],['A man is exercising'],-0.08263936638832092,1.0
638,['Three men are jumping off a tall wall'],['Three men are jumping off a wall'],0.9600839614868164,4.9
639,['Three men are jumping on a wall'],['Three men are jumping off a wall'],0.9423207640647888,4.0
640,"['Three young men are running, jumping and kicking near a vending machine']",['Three men are jumping on a wall'],0.4702897071838379,2.8
641,['Three men are jumping off a wall'],"['Three young men are running, jumping and kicking near a vending machine']",0.45502418279647827,2.7
642,['A deer is standing inside a fence'],['A deer is jumping over a cyclone fence'],0.6209363341331482,3.3
643,['The deer is jumping over the low fence'],['A deer is jumping over a cyclone fence'],0.7944450974464417,3.8
644,['A deer is jumping over a cyclone fence'],['The deer is not jumping over the fence'],0.722102165222168,3.7
645,['A deer is jumping over a wall'],['The deer is jumping over the fence'],0.8219949007034302,4.0
646,['A deer is standing inside a fence'],['The deer is jumping over the fence'],0.6814853549003601,3.5
647,['A deer is jumping over a cyclone fence'],['The deer is jumping over the fence'],0.8402615785598755,4.6
648,['The oil is being stirred by a man'],['The man is stirring oil'],0.913233757019043,4.9
649,['The man is stirring the sauce for the chicken'],['The man is cooking sauce for the meat'],0.729499876499176,4.1
650,['The man is stirring oil'],['The man is cooking sauce for the meat'],0.3544386625289917,3.2
651,['The man is stirring oil'],['The man is not stirring the sauce for the chicken'],0.3524988293647766,3.2
652,['There is no man playing guitar'],['A man is playing guitar'],0.5464977622032166,4.3
653,['A man is playing guitar'],['There is no man playing a guitar'],0.5508739352226257,4.1
654,['A man is playing an electric guitar'],['A man is playing a guitar'],0.8332595229148865,4.5
655,['A man is playing a guitar'],['A man is playing guitar'],0.9896039962768555,4.9
656,['Three men are practicing karate in a field'],['Three men are practicing karate outdoors'],0.9012801647186279,4.5
657,['Three men are practicing karate in a field'],['Three men are practicing karate in a gym'],0.8291341662406921,3.7
658,"[""Three boys in karate costumes aren't fighting""]",['Three men are practicing karate in a field'],0.4671432077884674,2.4
659,['Some women are holding each other in a circle and dancing'],['A few women are holding each other and dancing together'],0.8116196990013123,3.9
660,['Two men are playing table tennis'],['Two men are playing ping pong'],0.5148128271102905,4.3
661,['Two men are playing table football'],['Two men are playing table tennis'],0.6764025688171387,2.8
662,['Some women are holding each other in a circle and dancing'],['Two men are playing table tennis'],0.024996677413582802,1.1
663,['Two men are playing table tennis'],['A few women are holding each other and dancing together'],-0.030406594276428223,1.1
664,['There is no woman cutting broccoli'],['A woman is cutting broccoli'],0.6443602442741394,3.4
665,['A woman is planting some flowers'],['A woman is cutting some flowers'],0.745393693447113,3.1
666,['A woman is cutting some plants'],['A woman is cutting broccoli'],0.6340644955635071,3.5
667,['A woman is cutting some flowers'],['There is no woman cutting broccoli'],0.28300848603248596,2.3
668,['A woman is cutting a white onion'],['A woman is cutting an onion'],0.8909445405006409,4.4
669,['A woman is cutting an onion'],['There is no woman cutting an onion'],0.5986756682395935,3.5
670,['There is no woman cutting an onion'],['A horse is standing'],-0.009603346697986126,1.0
671,['A white horse is standing'],['A woman is cutting an onion'],-0.01167901512235403,1.0
672,['A horse is running'],['A woman is cutting an onion'],0.046268001198768616,1.0
673,['A cat is playing a piano'],['A cat is playing a keyboard'],0.8036031723022461,4.1
674,['A man is playing two keyboards'],['There is no man playing two keyboards'],0.688057005405426,2.4
675,['A man is playing two keyboards'],['There is no cat playing a keyboard'],0.3770652413368225,2.3
676,['Mimes are performing on a small stage'],['Mimes are performing on a stage'],0.9581004977226257,4.8
677,['The men are acting on a stage'],['The men are performing on stage'],0.9400468468666077,4.4
678,['Two men are leaving the stage'],['The men are performing on stage'],0.6316294074058533,3.5
679,['The men are acting on a stage'],['Mimes are performing on a stage'],0.5460233092308044,3.6
680,['Two men are leaving the stage'],['Mimes are performing on a stage'],0.3512384295463562,3.1
681,['The men are performing on stage'],['Mimes are performing on a small stage'],0.5106621384620667,3.5
682,['A man is dropping a tree'],['A man is carrying a tree'],0.6234290599822998,3.6
683,['A man is picking up a tree'],['A tree is being picked up by a man'],0.9327386617660522,4.9
684,['A man is planting a tree'],['A man is picking up a tree'],0.5917523503303528,3.9
685,['A man is picking up a tree'],['A man is dropping a tree'],0.6800740361213684,3.5
686,['A man is passionately playing the guitar'],['A man is playing the guitar'],0.7751731276512146,4.6
687,['A man is playing the guitar'],['There is no man playing the guitar'],0.5659493803977966,3.5
688,['A person is listening to a trumpet playing'],['A person is playing a trumpet'],0.9017482995986938,3.5
689,['A man is playing the guitar'],['A person is listening to a trumpet playing'],0.3271870017051697,1.5
690,['A person is playing a trumpet'],['A man is passionately playing the guitar'],0.34317514300346375,2.5
691,['A person is playing a trumpet'],['There is no man playing the guitar'],0.28102371096611023,2.5
692,['A man is playing the guitar owner'],['A person is playing a trumpet'],0.35651373863220215,2.5
693,"['A badger, which is shrewd, is digging the earth']",['A badger is shrewdly digging the earth'],0.9507558941841125,4.5
694,"['A badger, which is shrewd, is digging the earth']",['The badger is burrowing a hole'],0.7077457308769226,4.0
695,['A badger is shrewdly digging the earth'],"[""The badger isn't burrowing a hole""]",0.6971446871757507,2.7
